Customer_ID,Full_Name,Gender,Date_of_Birth,Region,Education_Level,Employment_Status,Annual_Income,Credit_History_Length,Credit_Score
1375,Customer_375,Male,2011-02-20,South,Bachelor,Self-employed,120690,3,707
1376,Customer_376,Female,2001-12-20,East,Bachelor,Employed,143581,3,713
1377,Customer_377,Female,2015-04-30,Central,Bachelor,Employed,59773,12,641
1378,Customer_378,Male,1994-07-10,Central,Master,Employed,76168,15,519
1379,Customer_379,Female,2002-11-22,West,High School,Employed,52747,9,462
1380,Customer_380,Male,1997-05-05,North,High School,Employed,101396,23,519
1381,Customer_381,Female,1994-06-06,South,Master,Self-employed,133374,8,569
1382,Customer_382,Female,2015-07-12,North,Master,Employed,132692,11,699
1383,Customer_383,Female,1993-10-18,South,Bachelor,Employed,108692,16,481
1384,Customer_384,Male,2011-11-13,South,Bachelor,Employed,82505,22,504
1385,Customer_385,Male,1993-03-01,North,High School,Self-employed,110896,4,527
1386,Customer_386,Female,1987-01-07,Central,Bachelor,Employed,43135,1,549
1387,Customer_387,Male,1988-11-20,South,Bachelor,Unemployed,115887,24,740
1388,Customer_388,Male,2009-05-20,North,High School,Employed,147118,7,832
1389,Customer_389,Male,2010-11-01,South,High School,Employed,121035,2,495
1390,Customer_390,Male,2013-12-24,East,Bachelor,Employed,72377,24,818
1391,Customer_391,Male,2012-03-15,Central,High School,Unemployed,48554,5,369
1392,Customer_392,Male,1987-03-02,West,Bachelor,Employed,87491,7,698
1393,Customer_393,Female,2001-01-12,South,High School,Self-employed,80621,4,502
1394,Customer_394,Female,1979-09-13,East,Bachelor,Employed,139667,5,447
1395,Customer_395,Male,2020-03-07,West,High School,Employed,83283,24,771
1396,Customer_396,Female,1991-03-25,West,Master,Unemployed,110140,1,498
1397,Customer_397,Female,1995-05-13,South,Bachelor,Self-employed,41923,1,725
1398,Customer_398,Female,2008-11-08,North,Bachelor,Self-employed,72591,15,791
1399,Customer_399,Female,1994-09-08,South,Master,Unemployed,87261,20,441
1400,Customer_400,Male,1998-03-30,East,Bachelor,Unemployed,141149,19,612
1401,Customer_401,Female,1996-02-15,West,High School,Self-employed,79336,10,464
1402,Customer_402,Female,2001-11-06,South,Bachelor,Unemployed,99083,18,613
1403,Customer_403,Male,1985-05-31,North,Bachelor,Self-employed,85948,3,320
1404,Customer_404,Male,2014-06-26,South,Master,Self-employed,134819,11,381
1405,Customer_405,Female,1981-11-03,Central,Bachelor,Self-employed,58002,15,430
1406,Customer_406,Female,2004-06-02,North,High School,Self-employed,105098,11,604
1407,Customer_407,Female,1994-03-19,East,High School,Employed,141236,17,670
1408,Customer_408,Female,1992-10-06,West,Bachelor,Unemployed,98016,17,683
1409,Customer_409,Female,2000-12-05,South,Bachelor,Unemployed,51672,6,744
1410,Customer_410,Female,2003-12-01,North,Bachelor,Employed,29213,5,724
1411,Customer_411,Male,1990-07-14,Central,Bachelor,Unemployed,35293,8,460
1412,Customer_412,Female,1987-09-17,North,PhD,Employed,124977,2,477
1413,Customer_413,Female,2019-11-01,Central,Bachelor,Employed,80860,16,789
1414,Customer_414,Male,2000-08-30,East,High School,Self-employed,87507,20,626
1415,Customer_415,Male,1991-02-12,West,High School,Employed,82134,24,588
1416,Customer_416,Male,2014-11-05,East,High School,Unemployed,27100,12,653
1417,Customer_417,Male,2000-08-10,South,High School,Unemployed,135153,6,327
1418,Customer_418,Female,2007-03-09,North,High School,Employed,86997,1,342
1419,Customer_419,Female,1996-12-02,Central,High School,Employed,53172,4,722
1420,Customer_420,Female,1996-04-30,Central,High School,Employed,45132,17,476
1421,Customer_421,Female,1985-04-21,North,High School,Self-employed,142861,13,828
1422,Customer_422,Female,1999-02-04,North,Master,Retired,43199,18,793
1423,Customer_423,Female,2016-03-05,South,High School,Self-employed,61609,5,497
1424,Customer_424,Male,2014-11-06,East,Bachelor,Employed,67965,24,816
1425,Customer_425,Female,2009-09-02,Central,Bachelor,Self-employed,33016,24,813
1426,Customer_426,Male,2002-11-06,South,PhD,Employed,64779,3,321
1427,Customer_427,Male,1989-07-26,East,High School,Self-employed,127797,11,411
1428,Customer_428,Female,1983-11-01,South,Bachelor,Employed,56881,13,356
1429,Customer_429,Male,2016-07-19,Central,PhD,Self-employed,107594,4,365
1430,Customer_430,Female,2002-12-04,North,Master,Employed,49472,14,397
1431,Customer_431,Male,1990-12-21,North,Master,Retired,131882,22,443
1432,Customer_432,Female,1979-11-02,East,High School,Employed,125462,11,734
1433,Customer_433,Male,2000-06-06,West,High School,Self-employed,76813,10,385
1434,Customer_434,Female,1998-12-30,East,Bachelor,Retired,125368,19,643
1435,Customer_435,Female,2010-08-14,West,Master,Employed,61021,18,593
1436,Customer_436,Female,2014-06-02,South,Bachelor,Retired,79131,6,542
1437,Customer_437,Female,2012-08-06,South,Bachelor,Self-employed,49087,15,331
1438,Customer_438,Female,1982-01-05,Central,High School,Employed,37828,21,690
1439,Customer_439,Male,1983-08-19,West,Master,Employed,86610,10,576
1440,Customer_440,Male,2012-05-27,Central,High School,Self-employed,121664,5,831
1441,Customer_441,Male,2001-04-11,North,Bachelor,Employed,148619,5,453
1442,Customer_442,Female,1999-10-03,West,Bachelor,Employed,26401,10,682
1443,Customer_443,Male,1980-02-05,East,Bachelor,Employed,110179,5,367
1444,Customer_444,Female,1985-02-05,North,High School,Self-employed,40193,3,513
1445,Customer_445,Female,1982-04-28,North,High School,Employed,117389,23,675
1446,Customer_446,Male,1990-10-06,East,Bachelor,Unemployed,69864,6,512
1447,Customer_447,Male,1980-11-08,North,High School,Retired,45307,4,378
1448,Customer_448,Female,2009-07-06,West,Bachelor,Retired,127518,18,680
1449,Customer_449,Male,2019-11-27,Central,High School,Self-employed,44611,9,357
1450,Customer_450,Female,2009-03-26,North,Bachelor,Employed,68791,17,325
1451,Customer_451,Female,1999-02-25,West,Bachelor,Self-employed,36950,13,746
1452,Customer_452,Female,1985-04-05,South,High School,Employed,101240,15,365
1453,Customer_453,Female,2002-03-09,West,Bachelor,Employed,133647,20,553
1454,Customer_454,Female,1993-11-30,Central,High School,Employed,102403,17,343
1455,Customer_455,Male,1995-08-16,West,High School,Employed,27745,13,396
1456,Customer_456,Male,2011-06-12,East,PhD,Self-employed,80243,16,526
1457,Customer_457,Female,2001-05-04,Central,Bachelor,Self-employed,28866,22,735
1458,Customer_458,Female,1991-08-27,South,Master,Employed,57245,4,678
1459,Customer_459,Male,1983-12-04,East,High School,Employed,69724,5,477
1460,Customer_460,Male,1987-01-12,West,Bachelor,Retired,96354,5,726
1461,Customer_461,Female,1992-06-01,Central,Master,Employed,76374,9,606
1462,Customer_462,Male,1992-05-26,South,Bachelor,Employed,139397,17,803
1463,Customer_463,Female,1999-10-24,East,Bachelor,Employed,142480,13,567
1464,Customer_464,Male,1992-11-13,South,Bachelor,Self-employed,149577,2,307
1465,Customer_465,Female,1993-10-24,West,Bachelor,Self-employed,55116,13,807
1466,Customer_466,Male,1981-03-21,South,Master,Employed,106029,22,775
1467,Customer_467,Female,2014-06-30,North,Master,Employed,118574,21,596
1468,Customer_468,Male,2004-06-18,East,PhD,Self-employed,45447,23,463
1469,Customer_469,Male,2000-03-26,South,High School,Self-employed,55431,19,784
1470,Customer_470,Female,2016-05-15,West,Master,Employed,42908,3,371
1471,Customer_471,Male,1983-12-30,West,Master,Retired,54336,10,537
1472,Customer_472,Female,2015-02-02,South,High School,Employed,65992,2,403
1473,Customer_473,Male,2000-08-10,West,High School,Employed,80350,13,509
1474,Customer_474,Female,2002-04-19,Central,Master,Retired,94561,19,767
1475,Customer_475,Male,2019-12-09,Central,Bachelor,Employed,142254,17,753
1476,Customer_476,Female,2008-10-06,Central,Master,Self-employed,76955,21,567
1477,Customer_477,Male,2000-04-01,North,High School,Employed,86240,14,685
1478,Customer_478,Female,2013-04-16,South,Master,Employed,45093,12,686
1479,Customer_479,Male,2007-09-11,North,High School,Retired,31155,21,558
1480,Customer_480,Female,1983-03-12,West,High School,Employed,71607,12,582
1481,Customer_481,Female,2003-07-05,North,High School,Unemployed,58487,11,339
1482,Customer_482,Female,1993-08-13,West,Master,Employed,138194,7,785
1483,Customer_483,Male,2018-04-01,West,Bachelor,Employed,80668,4,519
1484,Customer_484,Female,1992-11-26,East,Bachelor,Employed,45963,19,428
1485,Customer_485,Male,1998-03-27,Central,Bachelor,Self-employed,75124,1,819
1486,Customer_486,Female,2013-06-24,West,Master,Employed,77870,24,559
1487,Customer_487,Male,2017-12-08,East,Bachelor,Unemployed,81547,3,665
1488,Customer_488,Female,2009-06-01,Central,Master,Employed,89110,13,843
1489,Customer_489,Male,1988-12-15,West,Bachelor,Retired,78554,15,823
1490,Customer_490,Male,2017-05-18,West,Bachelor,Employed,45936,2,315
1491,Customer_491,Female,1998-08-05,North,Bachelor,Unemployed,141895,11,428
1492,Customer_492,Male,2002-08-09,North,Bachelor,Self-employed,29426,4,408
1493,Customer_493,Male,1991-09-13,Central,Master,Self-employed,113839,19,832
1494,Customer_494,Female,1998-06-03,West,Bachelor,Unemployed,135816,17,568
1495,Customer_495,Male,1988-02-01,South,High School,Self-employed,52606,3,461
1496,Customer_496,Male,1988-12-04,North,Master,Self-employed,72832,18,559
1497,Customer_497,Male,2000-07-24,Central,Bachelor,Employed,53151,8,401
1498,Customer_498,Female,1989-09-08,West,Bachelor,Employed,104303,22,805
1499,Customer_499,Male,2013-08-17,West,Master,Retired,36308,24,546
1500,Customer_500,Female,1987-09-06,South,Bachelor,Self-employed,134781,19,836
